"Text";"Freq";"Codi";"Descr_codi";"Codi_3";"Descr_codi_3";"Gran_grup_classif";"Descr_gran_grup_clasif";"Gran_grup_CCS";"Desc_gran_grup_CCS"
"PERDUA CABELL";1;"";"";"";"";"";"";"";""
"HIPERTIROIDISME,ACTUALMENT HIPOTIROIDISME";1;"";"";"";"";"";"";"";""
"PERDUA DE OIDA";1;"";"";"";"";"";"";"";""
"PERDUA DE PROTEINES PER ORINA";1;"";"";"";"";"";"";"";""
"PERDUA D'OLOR";1;"";"";"";"";"";"";"";""
"HIPERTIROIDISMO SUBAGUDO";1;"";"";"";"";"";"";"";""
"PER ESTAR MES TRANQUILA";1;"";"";"";"";"";"";"";""
"PER FALTA DE FERRO, NOMES QUAN TINC LA REGLA";1;"";"";"";"";"";"";"";""
"PER FORCAR LA ORINA";1;"";"";"";"";"";"";"";""
"PER HERNIA HIATO";1;"";"";"";"";"";"";"";""
"PERICARDITIS VIRICA";1;"";"";"";"";"";"";"";""
"PERIMENOPAUSIA";1;"";"";"";"";"";"";"";""
"PER INTERVENCIO QUIRURGICA DE GENOLL";1;"";"";"";"";"";"";"";""
"PERIODE";1;"";"";"";"";"";"";"";""
"TCA";1;"";"";"";"";"";"";"";""
"HIPOPARATIROIDISMO";1;"";"";"";"";"";"";"";""
"PERIODONTITIS";1;"";"";"";"";"";"";"";""
"PERITONITIS";1;"";"";"";"";"";"";"";""
"PERITONITIS PER DIVERTICULITIS";1;"";"";"";"";"";"";"";""
"PER L'ARDOR D'ESTOMAG";1;"";"";"";"";"";"";"";""
"HIPOTIRIORISME";1;"";"";"";"";"";"";"";""
"DOLORES CERVICALES Y DE ESPALDA";1;"";"";"";"";"";"";"";""
"DOLORES DE CABEZA";1;"";"";"";"";"";"";"";""
"HIPOTIROHIDISMO";1;"";"";"";"";"";"";"";""
"PER NO TENIR LA REGLA";1;"";"";"";"";"";"";"";""
"HIPO TIROIDISME";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME DE HASCHIMOTO";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME DE MASHIMOTO";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME HASHIMOTO";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME I EXTRAXISTOLES SUPRAVENTRICULARS";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME  SUBCLINIC";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISME SUBCLINIC";1;"";"";"";"";"";"";"";""
"DOLOR ESPALDA/PIERNA";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO DE HASHAMOTO";1;"";"";"";"";"";"";"";""
"DOLORES VARIOS";1;"";"";"";"";"";"";"";""
"DOLORES Y NERVIOS";1;"";"";"";"";"";"";"";""
"DOLOR, FATIGA";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO Y MENOPAUSIA";1;"";"";"";"";"";"";"";""
"HIPOTIROISDISME";1;"";"";"";"";"";"";"";""
"DOLOR GENERAL ESPORADICO";1;"";"";"";"";"";"";"";""
"DOLOR GENERALITZAT";1;"";"";"";"";"";"";"";""
"DOLOR GENOLL";1;"";"";"";"";"";"";"";""
"DOLOR GENOLL OPERAT";1;"";"";"";"";"";"";"";""
"HISTERECTOMIA";1;"";"";"";"";"";"";"";""
"HONGO";1;"";"";"";"";"";"";"";""
"DOLO RLUMBAR";1;"";"";"";"";"";"";"";""
"DOLOR LUMBAR / CIATICA";1;"";"";"";"";"";"";"";""
"ATROSIS EN LA CADERA";1;"";"";"";"";"";"";"";""
"DOLOR MENSTRUACIO";1;"";"";"";"";"";"";"";""
"AUSENCIES";1;"";"";"";"";"";"";"";""
"DOLOR MUELA";1;"";"";"";"";"";"";"";""
"DOLOR MUELAS";1;"";"";"";"";"";"";"";""
"DOLOR  MUSCULAR";1;"";"";"";"";"";"";"";""
"DOLOR MUSCULAR/ LESIONES";1;"";"";"";"";"";"";"";""
"DOLOR MUSCULARS";1;"";"";"";"";"";"";"";""
"DOLOR NEUROLOGICO";1;"";"";"";"";"";"";"";""
"DOLOR NEURONAL";1;"";"";"";"";"";"";"";""
"DOLOR PIERNAS";1;"";"";"";"";"";"";"";""
"DOLOR PREMENSTRUAL";1;"";"";"";"";"";"";"";""
"DOLOR RODILLA";1;"";"";"";"";"";"";"";""
"DOLOR RODILLAS";1;"";"";"";"";"";"";"";""
"DOLORS ARTICULARS";1;"";"";"";"";"";"";"";""
"DOLORS DE CABEZA";1;"";"";"";"";"";"";"";""
"DOLORS EN GENERAL";1;"";"";"";"";"";"";"";""
"DOLOR TALON";1;"";"";"";"";"";"";"";""
"DOLOR VERTEBRAL I HERNIES OPERADES";1;"";"";"";"";"";"";"";""
"DOLOR Y DEPRESION";1;"";"";"";"";"";"";"";""
"INFECCION DE ORINA";1;"";"";"";"";"";"";"";""
"INFECCIONS D'ORINA RECURRENTS";1;"";"";"";"";"";"";"";""
"INFECCION VIRICA";1;"";"";"";"";"";"";"";""
"INFECCIOO ORINA";1;"";"";"";"";"";"";"";""
"INFECCIO PER FONGS ALS PEUS";1;"";"";"";"";"";"";"";""
"INFECCIO RENAL";1;"";"";"";"";"";"";"";""
"INFECION DE OIDO";1;"";"";"";"";"";"";"";""
"INFLACACIO ARTICULACIO, PER CONCILIAR EL SON";1;"";"";"";"";"";"";"";""
"INFLAMACIO ARTICULACIONS";1;"";"";"";"";"";"";"";""
"POLIPOS VESICULA";1;"";"";"";"";"";"";"";""
"INFLAMACIO GENOLL";1;"";"";"";"";"";"";"";""
"INFLAMACION CRONICA DEL INTESTINO";1;"";"";"";"";"";"";"";""
"INFLAMACION DE ESTOMAGO";1;"";"";"";"";"";"";"";""
"INFLAMACION DE PROSTATA";1;"";"";"";"";"";"";"";""
"INFLAMACION DE RODILLA";1;"";"";"";"";"";"";"";""
"INFLAMACION ESOFAGOB";1;"";"";"";"";"";"";"";""
"BULIMIA NERVIOSA/ALIMNETACIO COMPULSIVA";1;"";"";"";"";"";"";"";""
"BURXISME";1;"";"";"";"";"";"";"";""
"BUSQUEDA DE EMBARAZO";1;"";"";"";"";"";"";"";""
"ENFISEMA PULMONAR LLEU";1;"";"";"";"";"";"";"";""
"INSOMIO";1;"";"";"";"";"";"";"";""
"CACHI- RICHI";1;"";"";"";"";"";"";"";""
"ENFORTIR TEIXIT NERVIOS";1;"";"";"";"";"";"";"";""
"CAIDA DE PELO";1;"";"";"";"";"";"";"";""
"CAIGUDA DELS CABELLS";1;"";"";"";"";"";"";"";""
"CALC";1;"";"";"";"";"";"";"";""
"CALCI DESCOMPENSAT";1;"";"";"";"";"";"";"";""
"CALCIFICACIONES Y  ARTROSIS";1;"";"";"";"";"";"";"";""
"CALCIFICACION HOMBRO";1;"";"";"";"";"";"";"";""
"CALC PELS OSSOS";1;"";"";"";"";"";"";"";""
"ANIMICA";1;"";"";"";"";"";"";"";""
"ANOREXIA/BULIMIA";1;"";"";"";"";"";"";"";""
"ANOREXIA NERVIOSA";1;"";"";"";"";"";"";"";""
"ANSEIETAT";1;"";"";"";"";"";"";"";""
"ANSEITAT";1;"";"";"";"";"";"";"";""
"ANSIATAT";1;"";"";"";"";"";"";"";""
"ANSIEDAD DEPRSION";1;"";"";"";"";"";"";"";""
"ANSIEDAD DORMIR";1;"";"";"";"";"";"";"";""
"ANTICONCEPTIVES";1;"";"";"";"";"";"";"";""
"ANTI-CONCEPTIVO";1;"";"";"";"";"";"";"";""
"ARRITMIA (WPW)";1;"";"";"";"";"";"";"";""
"ARRITMIES DEL COR";1;"";"";"";"";"";"";"";""
"ARTEREOESCLEROSI";1;"";"";"";"";"";"";"";""
"ARTICULACION";1;"";"";"";"";"";"";"";""
"ARTROSISI RODILLA";1;"";"";"";"";"";"";"";""
"ARTROSIS LEVE";1;"";"";"";"";"";"";"";""
"ATAC AL RONYO";1;"";"";"";"";"";"";"";""
"ATACS DE GOTA";1;"";"";"";"";"";"";"";""
"CABELL I UNGLES";1;"";"";"";"";"";"";"";""
"CAIDA DEL CABELLO";1;"";"";"";"";"";"";"";""
"CARCINOMABASOCELULAR ESCAPULAR";1;"";"";"";"";"";"";"";""
"CARCINOMA BASOCELULAR SUPERFICIAL";1;"";"";"";"";"";"";"";""
"LESION POR VPH";1;"";"";"";"";"";"";"";""
"CAROTIDA";1;"";"";"";"";"";"";"";""
"CAROTIDA DTA. 50%OBST";1;"";"";"";"";"";"";"";""
"CAROTIDAS";1;"";"";"";"";"";"";"";""
"CARRASPERA CRONICA";1;"";"";"";"";"";"";"";""
"CARTILAG";1;"";"";"";"";"";"";"";""
"CARTILAGO";1;"";"";"";"";"";"";"";""
"CARTILAGO DE RODILLA";1;"";"";"";"";"";"";"";""
"CARTILAGS";1;"";"";"";"";"";"";"";""
"CASPA EN CABEZA";1;"";"";"";"";"";"";"";""
"CATARACTES";1;"";"";"";"";"";"";"";""
"CATARATAS";1;"";"";"";"";"";"";"";""
"CATARRO";1;"";"";"";"";"";"";"";""
"CATETERISMO/RITMO CARDIACO";1;"";"";"";"";"";"";"";""
"CCONTROL GLAUCOMA";1;"";"";"";"";"";"";"";""
"CEFALEA EN RAIM";1;"";"";"";"";"";"";"";""
"ESTATS DEPRESSIUS";1;"";"";"";"";"";"";"";""
"ESTENOSIS DE CANAL MEDULAR";1;"";"";"";"";"";"";"";""
"CERVICALGIAS";1;"";"";"";"";"";"";"";""
"ESTETICA";1;"";"";"";"";"";"";"";""
"ESTOMAC PROTECTOR";1;"";"";"";"";"";"";"";""
"MALALTIA DE GRAVES";1;"";"";"";"";"";"";"";""
"ESTOMAGO Y ANTIFLAMATORIO";1;"";"";"";"";"";"";"";""
"ESTOMEC";1;"";"";"";"";"";"";"";""
"ESTRAVISME";1;"";"";"";"";"";"";"";""
"ESTRECHAMIENTO CAROTIDA";1;"";"";"";"";"";"";"";""
"CIRCULACION ARTERIAL";1;"";"";"";"";"";"";"";""
"ESTRENIMIENTO CRONICA";1;"";"";"";"";"";"";"";""
"ESTRENYIMENT DE L'ESOFAG";1;"";"";"";"";"";"";"";""
"ESTRES/DEPRESSIO";1;"";"";"";"";"";"";"";""
"ESTRES I ANSIETAT";1;"";"";"";"";"";"";"";""
"MAL DE CAP I DOLOR MUSCULAR";1;"";"";"";"";"";"";"";""
"ESTRES LABORAL";1;"";"";"";"";"";"";"";""
"CISTITIS CRONICA, AL.LERGIA ALS ACARS I AL NIQUEL, ITUS DE REPETICIO.";1;"";"";"";"";"";"";"";""
"ESTRES MENTAL";1;"";"";"";"";"";"";"";""
"CITOMEGALOVIRUS";1;"";"";"";"";"";"";"";""
"CLACULOS RENALES";1;"";"";"";"";"";"";"";""
"CLORESTEROL";1;"";"";"";"";"";"";"";""
"COAGULOS EN LOS OJOS POR TENSION ALTA";1;"";"";"";"";"";"";"";""
"COLANGITIS ESCLEROSANT PRIMARIA";1;"";"";"";"";"";"";"";""
"COLCE DE TENISTE";1;"";"";"";"";"";"";"";""
"COLECISTOMIA";1;"";"";"";"";"";"";"";""
"COLECTEROL";1;"";"";"";"";"";"";"";""
"COLESTEATOMA";1;"";"";"";"";"";"";"";""
"COLESTEATOMA OD";1;"";"";"";"";"";"";"";""
"EXCESO DE GLOBULOS ROJOS";1;"";"";"";"";"";"";"";""
"EXTIRPACIO GANDULA TIROIDEA";1;"";"";"";"";"";"";"";""
"EXTIRPACIO TIROIDES PER NODUL";1;"";"";"";"";"";"";"";""
"EXTIRPAR TIROIDES";1;"";"";"";"";"";"";"";""
"COLESTEROL I GOTA";1;"";"";"";"";"";"";"";""
"EXTRASISTOLES SUPRAVENTRICULARS";1;"";"";"";"";"";"";"";""
"EXTRASISTOLES VENTRICULARES";1;"";"";"";"";"";"";"";""
"COLESTEROL Y TIROIDES";1;"";"";"";"";"";"";"";""
"FALLO OVARIC";1;"";"";"";"";"";"";"";""
"FALTA ACIDO FOLICO";1;"";"";"";"";"";"";"";""
"COLIALISTICTOMIA";1;"";"";"";"";"";"";"";""
"COLIC HEPATIC";1;"";"";"";"";"";"";"";""
"COLICOS NEFRITICOS";1;"";"";"";"";"";"";"";""
"COLICOS RINON";1;"";"";"";"";"";"";"";""
"COLICS NEFRITICS - CALCULS D'OXALAT CALCIC";1;"";"";"";"";"";"";"";""
"COLICS NEFRITICS CRISTALLS ACID URIC";1;"";"";"";"";"";"";"";""
"COLITIS LINFOCITICA";1;"";"";"";"";"";"";"";""
"MAREOS";1;"";"";"";"";"";"";"";""
"FALTA SOL";1;"";"";"";"";"";"";"";""
"COLOBOMA CORIORRETINIANO";1;"";"";"";"";"";"";"";""
"FARINGE";1;"";"";"";"";"";"";"";""
"MEMORIA";1;"";"";"";"";"";"";"";""
"FASCISTIS PLANTAR";1;"";"";"";"";"";"";"";""
"FASCITIS PLANTAR, ESPOLONES, CONTRACTURAS";1;"";"";"";"";"";"";"";""
"FASTITIS PLANTAR";1;"";"";"";"";"";"";"";""
"FATIGA";1;"";"";"";"";"";"";"";""
"FATIGA CRONICA Y FIBROMIALGIA";1;"";"";"";"";"";"";"";""
"FAVISMO";1;"";"";"";"";"";"";"";""
"FEBRE REUMATICA";1;"";"";"";"";"";"";"";""
"FERRATINA BAIXA";1;"";"";"";"";"";"";"";""
"FERRITINA";1;"";"";"";"";"";"";"";""
"CONCILIAR EL SUENO";1;"";"";"";"";"";"";"";""
"FERRO, DERMOGRAFISME, PICORS A LA PELL";1;"";"";"";"";"";"";"";""
"MENOPAUSA DEPRESSIVA";1;"";"";"";"";"";"";"";""
"FETGE TOXIC";1;"";"";"";"";"";"";"";""
"FIBIOMALGIA";1;"";"";"";"";"";"";"";""
"FIBRILACIO AURICULAR";1;"";"";"";"";"";"";"";""
"FIBRIOMALGIA";1;"";"";"";"";"";"";"";""
"FIBROMA-ISTERECTOMIA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA - ARTROSIS";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA CON FATIGA CRONICA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA/FATIGA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA , FATIGA CRONICA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA FATIGA CRONICA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA, FATIGA CRONICA";1;"";"";"";"";"";"";"";""
"CONSTIPAT";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA/ HIPO-TIRIODISMO";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA I ARTROSI";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA, TRASTORNO ANSIOSO DEPRESIVO, ARTROSIS , DEFICIT VIT D";1;"";"";"";"";"";"";"";""
"FIBROMIALGUIA";1;"";"";"";"";"";"";"";""
"FIBROMIARJIA Y  CERVICALGIA";1;"";"";"";"";"";"";"";""
"FIEBRE REUMATICA";1;"";"";"";"";"";"";"";""
"FIEBRES REUMATOIDES";1;"";"";"";"";"";"";"";""
"CONTRACTURES MUSCULARS";1;"";"";"";"";"";"";"";""
"FIJAR CALCIO";1;"";"";"";"";"";"";"";""
"FIMOSI";1;"";"";"";"";"";"";"";""
"FIMOSIS";1;"";"";"";"";"";"";"";""
"FISURA ANAL";1;"";"";"";"";"";"";"";""
"FIXADA LA C5-C6";1;"";"";"";"";"";"";"";""
"FLEBITIS";1;"";"";"";"";"";"";"";""
"FLORA BACTERIANA";1;"";"";"";"";"";"";"";""
"FLUIDOS ESTOMAGO";1;"";"";"";"";"";"";"";""
"FLUJO ESTOMACAL";1;"";"";"";"";"";"";"";""
"FLUTER Y EXTRA SISTOLE SUBAVENTRICLAR";1;"";"";"";"";"";"";"";""
"FOBIAS";1;"";"";"";"";"";"";"";""
"FOCO IRRITATIVO";1;"";"";"";"";"";"";"";""
"FOCUS IRRITATIU";1;"";"";"";"";"";"";"";""
"FOGOTS";1;"";"";"";"";"";"";"";""
"FOGOTS DE LA MENOPAUSIA";1;"";"";"";"";"";"";"";""
"FOGOTS MENOPAUSIA";1;"";"";"";"";"";"";"";""
"FONCS AL PENIS";1;"";"";"";"";"";"";"";""
"FONG A L´UNGLA DEL PEU";1;"";"";"";"";"";"";"";""
"FONGS";1;"";"";"";"";"";"";"";""
"FONGS AL DIT DEL PEU";1;"";"";"";"";"";"";"";""
"FONGS A LES UNGLES DELS PEUS";1;"";"";"";"";"";"";"";""
"DEFICIT B12";1;"";"";"";"";"";"";"";""
"FORTALECER COLUMNA VERTEBRAL";1;"";"";"";"";"";"";"";""
"FORTES MENSTRUACIONS";1;"";"";"";"";"";"";"";""
"DEFICIT DE CALC";1;"";"";"";"";"";"";"";""
"FRACTURA DE COSTELLA";1;"";"";"";"";"";"";"";""
"FRACTURA DE SOBRECARREGASEGON MTTARSIA PEU DRET";1;"";"";"";"";"";"";"";""
"FRBROMIALGIA";1;"";"";"";"";"";"";"";""
"FUROSEMIDA";1;"";"";"";"";"";"";"";""
"GALINDO";1;"";"";"";"";"";"";"";""
"GALTERES";1;"";"";"";"";"";"";"";""
"GANGRENA DE FOURNIER";1;"";"";"";"";"";"";"";""
"GASOS";1;"";"";"";"";"";"";"";""
"\""GASTRITIS/CICURLATORI""";1;"";"";"";"";"";"";"";""
"GASTRITIS/ HERNIA HIATO EN ESTUDI";1;"";"";"";"";"";"";"";""
"GASTRITIS PER EL HELICOBACTER";1;"";"";"";"";"";"";"";""
"NEUROPATIA DIABETICA";1;"";"";"";"";"";"";"";""
"NIVEL BAJO";1;"";"";"";"";"";"";"";""
"NIVELES BAJOS DE  VITAMINA B12";1;"";"";"";"";"";"";"";""
"NIVELLAR NIVELL TIROIDES";1;"";"";"";"";"";"";"";""
"NODUL A LES TIROIDES";1;"";"";"";"";"";"";"";""
"NODULO TIROIDES";1;"";"";"";"";"";"";"";""
"NODULS A LES TIROIDES";1;"";"";"";"";"";"";"";""
"NODULS SOLIDS";1;"";"";"";"";"";"";"";""
"GLUCOMA";1;"";"";"";"";"";"";"";""
"NODULS TIROIDES";1;"";"";"";"";"";"";"";""
"NODUL TIROIDAL FRED";1;"";"";"";"";"";"";"";""
"DEPRESSIO,ANSIETAT";1;"";"";"";"";"";"";"";""
"NO TINC TIROIDE";1;"";"";"";"";"";"";"";""
"NUTRICION";1;"";"";"";"";"";"";"";""
"GONOSTROSIS";1;"";"";"";"";"";"";"";""
"RELAXANT";1;"";"";"";"";"";"";"";""
"RELAXANT DEL SISTEMA URINARI";1;"";"";"";"";"";"";"";""
"OBSESION";1;"";"";"";"";"";"";"";""
"OBSESIONS";1;"";"";"";"";"";"";"";""
"RESFRIADOS";1;"";"";"";"";"";"";"";""
"OBSTRUBCIO VENOSA";1;"";"";"";"";"";"";"";""
"OIDA";1;"";"";"";"";"";"";"";""
"RETENCIO LIQUIDS, PEL TRACTAMENT HORMONAL D'UTROGESTAN";1;"";"";"";"";"";"";"";""
"OIDO";1;"";"";"";"";"";"";"";""
"OJOS TENSION";1;"";"";"";"";"";"";"";""
"DERRAME PLEUROPERICARDIC";1;"";"";"";"";"";"";"";""
"ONGLES DANYADES";1;"";"";"";"";"";"";"";""
"RETINA";1;"";"";"";"";"";"";"";""
"OPERACION DE LA MAMA";1;"";"";"";"";"";"";"";""
"OPERACIO REDUCCIO ESTOMAC";1;"";"";"";"";"";"";"";""
"OPERACIO ULL";1;"";"";"";"";"";"";"";""
"OPERAT NEURINOMA A L'ESQUENA ZONA LUMBAR";1;"";"";"";"";"";"";"";""
"ORAL";1;"";"";"";"";"";"";"";""
"HEPATITIS DESCONEGUDA";1;"";"";"";"";"";"";"";""
"OSOS";1;"";"";"";"";"";"";"";""
"OSSOS I MUSCULS";1;"";"";"";"";"";"";"";""
"OSTEOCONDROMATOSI MULTIPLE";1;"";"";"";"";"";"";"";""
"OSTEONECROSIS CONDILO FEMORAL IZQUIERDO";1;"";"";"";"";"";"";"";""
"HERNIA DE HIAT";1;"";"";"";"";"";"";"";""
"OSTEOSPOROSI";1;"";"";"";"";"";"";"";""
"OSTEOSPOROSIS";1;"";"";"";"";"";"";"";""
"HERNIA DE HIATO CON REFLUJO";1;"";"";"";"";"";"";"";""
"OSTOSCLEROSIS";1;"";"";"";"";"";"";"";""
"OTITIS";1;"";"";"";"";"";"";"";""
"OTOESCLEROSI";1;"";"";"";"";"";"";"";""
"HERNIA DE LLATO";1;"";"";"";"";"";"";"";""
"OVARIS POLIQUISTICS";1;"";"";"";"";"";"";"";""
"SARAMPION";1;"";"";"";"";"";"";"";""
"SARCOIDOSI";1;"";"";"";"";"";"";"";""
"PANCREAS";1;"";"";"";"";"";"";"";""
"SARCOPESIA";1;"";"";"";"";"";"";"";""
"SDME. PIERNAS INQUIETAS";1;"";"";"";"";"";"";"";""
"PAPANICOLAU";1;"";"";"";"";"";"";"";""
"PAPERA";1;"";"";"";"";"";"";"";""
"PAPERAS";1;"";"";"";"";"";"";"";""
"PAPIL·LOMA HUMA";1;"";"";"";"";"";"";"";""
"PAPILOMA";1;"";"";"";"";"";"";"";""
"PAPILOMA HUMANO";1;"";"";"";"";"";"";"";""
"PARA DOLOR DE ESPALDA Y CERVICALES";1;"";"";"";"";"";"";"";""
"PARA EL DOLOR CRONICO";1;"";"";"";"";"";"";"";""
"PARA EL DOLOR DE COLUMNA  CERVICALES Y LUNBARES";1;"";"";"";"";"";"";"";""
"POLIPOS UTERINOS";1;"";"";"";"";"";"";"";""
"HERNIA DISCALS";1;"";"";"";"";"";"";"";""
"HERNIA ESTOMAC";1;"";"";"";"";"";"";"";""
"PARA LA REGLA";1;"";"";"";"";"";"";"";""
"PARA LA VISTA";1;"";"";"";"";"";"";"";""
"PARA NO DEPRIMIRME";1;"";"";"";"";"";"";"";""
"PARA NO DESPERTAR ANTES DE HORA";1;"";"";"";"";"";"";"";""
"PARA PODER DORMIR";1;"";"";"";"";"";"";"";""
"PARA PODER MICCIONAR BIEN";1;"";"";"";"";"";"";"";""
"PARA  RECUPERARME";1;"";"";"";"";"";"";"";""
"PARA REFORZAR LOS HUESOS";1;"";"";"";"";"";"";"";""
"PARA TIROIDES";1;"";"";"";"";"";"";"";""
"PARA TRATARLA";1;"";"";"";"";"";"";"";""
"HERNIES DISCALS/CIATICA";1;"";"";"";"";"";"";"";""
"PASTILLAS PARA DORMIR";1;"";"";"";"";"";"";"";""
"PATOLOGIA PSICOLOGICA";1;"";"";"";"";"";"";"";""
"PEDRES AL RUNYO";1;"";"";"";"";"";"";"";""
"PEDRES VESICULA BILIAR";1;"";"";"";"";"";"";"";""
"PEDRES VESICULA/VARICES/HIPOTIROIDISMO";1;"";"";"";"";"";"";"";""
"SINDROME DE REINAU";1;"";"";"";"";"";"";"";""
"SINDROME DE REYNOLDS";1;"";"";"";"";"";"";"";""
"SINDROME FATIGA CRONICA";1;"";"";"";"";"";"";"";""
"PELL ATOPICA";1;"";"";"";"";"";"";"";""
"PREPARACION MATERNIDAD";1;"";"";"";"";"";"";"";""
"PREPARAR EMBARAZO";1;"";"";"";"";"";"";"";""
"PRESBICIA";1;"";"";"";"";"";"";"";""
"DOL";1;"";"";"";"";"";"";"";""
"HIPERLORDOSI";1;"";"";"";"";"";"";"";""
"HIPEROSTOSIS ESQUELETICA DIFUSA (DISH)";1;"";"";"";"";"";"";"";""
"PRESION";1;"";"";"";"";"";"";"";""
"PRESION OCULAR ALTA";1;"";"";"";"";"";"";"";""
"PRESIO OCULAR";1;"";"";"";"";"";"";"";""
"PRESSIO";1;"";"";"";"";"";"";"";""
"SINOSITIS";1;"";"";"";"";"";"";"";""
"PRESSIO ARTERIAL";1;"";"";"";"";"";"";"";""
"TROCANTERITS I PER UNA LESSIO AL MANGUITO DEL ROTADOR";1;"";"";"";"";"";"";"";""
"TENSIO ALTA DE L'ULL";1;"";"";"";"";"";"";"";""
"UVEITIS HIPERTENSIVA";1;"";"";"";"";"";"";"";""
"PER REGULAR LA REGLA";1;"";"";"";"";"";"";"";""
"TROMBOS";1;"";"";"";"";"";"";"";""
"TROMBOSIS EN PIERNA IZQUIERDA";1;"";"";"";"";"";"";"";""
"TRONCANTERITIS";1;"";"";"";"";"";"";"";""
"SOFOCOS DE LA MENOPAUSIA";1;"";"";"";"";"";"";"";""
"TUBERCOLOSIS";1;"";"";"";"";"";"";"";""
"SOMNIFERO";1;"";"";"";"";"";"";"";""
"SOMNOLENCIA IDEOPATICA";1;"";"";"";"";"";"";"";""
"SON";1;"";"";"";"";"";"";"";""
"PERDUA CARTILAG";1;"";"";"";"";"";"";"";""
"SORDERA";1;"";"";"";"";"";"";"";""
"HIPERTIROIDISMA";1;"";"";"";"";"";"";"";""
"SPI";1;"";"";"";"";"";"";"";""
"PERDUES D0ORINA";1;"";"";"";"";"";"";"";""
"PERDUES ORINA";1;"";"";"";"";"";"";"";""
"PER EL TIROIDES";1;"";"";"";"";"";"";"";""
"PREVENIR RESFRIADOS";1;"";"";"";"";"";"";"";""
"LLAGUES A LA BOCA I UN PARELL DE COPS VAGINALS";1;"";"";"";"";"";"";"";""
"PREVENTIU PER EPISODIS D'INSOMNI DE FA DOS ANYS";1;"";"";"";"";"";"";"";""
"PREVENTIVO";1;"";"";"";"";"";"";"";""
"TUVERCULOSIS";1;"";"";"";"";"";"";"";""
"TYROIDIS";1;"";"";"";"";"";"";"";""
"PROBLEMA CAPILAR";1;"";"";"";"";"";"";"";""
"PROBLEMA DIGESTIVO";1;"";"";"";"";"";"";"";""
"TBC PULMONAR";1;"";"";"";"";"";"";"";""
"MACRO ADENOMA HIPOFISARI";1;"";"";"";"";"";"";"";""
"TDAH COMBINADO";1;"";"";"";"";"";"";"";""
"TEMBLOR";1;"";"";"";"";"";"";"";""
"PER LES ARTICULACIONS";1;"";"";"";"";"";"";"";""
"PER LES CERVICALS";1;"";"";"";"";"";"";"";""
"PER L'ESTOMAC";1;"";"";"";"";"";"";"";""
"HIPOTIRODIAME";1;"";"";"";"";"";"";"";""
"HIPOTIRODISMO";1;"";"";"";"";"";"";"";""
"PER L'HERNIA DISCAL";1;"";"";"";"";"";"";"";""
"PER PODER DORMIR";1;"";"";"";"";"";"";"";""
"URTICARIA IDIOPATICA";1;"";"";"";"";"";"";"";""
"TENGO FIBOLMIALGIA";1;"";"";"";"";"";"";"";""
"PER PROTEGIR L'ESTOMAG";1;"";"";"";"";"";"";"";""
"POLIP MATRIU";1;"";"";"";"";"";"";"";""
"POLIPOSIS NASAL";1;"";"";"";"";"";"";"";""
"PER QUEDAR-ME EMBARASSADA";1;"";"";"";"";"";"";"";""
"PER QUE PRENC IBUPROFENO";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO COMPENSADO.";1;"";"";"";"";"";"";"";""
"PER RELAXA";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO HASHIMOTO";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO LEVE";1;"";"";"";"";"";"";"";""
"HIPOTIROIDISMO PRIMARIO SUBCLINICO";1;"";"";"";"";"";"";"";""
"PER UNS POLIPS";1;"";"";"";"";"";"";"";""
"PER VARIES";1;"";"";"";"";"";"";"";""
"HIPOTITOIDISME SUBCLINIC";1;"";"";"";"";"";"";"";""
"HIPOVITAMINOSIS D";1;"";"";"";"";"";"";"";""
"HIPOXIAS CEREBRALES";1;"";"";"";"";"";"";"";""
"HIRSUTISMO";1;"";"";"";"";"";"";"";""
"PICORS DE PELL";1;"";"";"";"";"";"";"";""
"PIEDRAS EN EL RINON";1;"";"";"";"";"";"";"";""
"HONGO EN LA UNA";1;"";"";"";"";"";"";"";""
"HONGOS";1;"";"";"";"";"";"";"";""
"DOLOR: MAL DE CAP, DOLOR PREMENSTRUAL";1;"";"";"";"";"";"";"";""
"HONGOS UNAS PIES";1;"";"";"";"";"";"";"";""
"DOLOR MENSTRUAL, CONTRACTURA, INFLAMACION GARGANTA";1;"";"";"";"";"";"";"";""
